id,name,organization,title,doi,metadata_created,metadata_modified,license_title
f04aeb05-c646-428b-b95b-1a6777bdf468,luh-surface-roughness-of-real-operationally-used-compressor-blades,institut-fur-turbomaschinen-und-fluid-dynamik-tfd,Surface roughness of real operationally used compressor blade and blisk,10.25835/0084372,2021-10-14T10:16:08.336928,2023-08-04T08:46:50.152860,CC-BY-NC-3.0
074ca5d5-02ce-4b1e-b90b-a6c0f1dd92f5,luh-tamperednews,tib,TamperedNews Dataset,10.25835/0002244,2021-10-14T10:16:08.525723,2023-08-04T08:46:50.357381,CC-BY-NC-3.0
1cc92020-e859-4a43-ba7c-0b68f9498a70,luh-tamperednews-news400-ijmir21,tib,TamperedNews & News400 (IJMIR'21 Update),10.25835/lzcs481w,2023-01-12T13:14:28.134897,2023-08-04T08:46:50.539121,CC-BY-NC-3.0
166e8ab0-6ab9-47bc-97af-972c23cccd5e,luh-temperature-measurement-rotary-friction-welding-ref,sfb_1153,Temperature measurement Rotary friction welding Ref,10.25835/r2534sqw,2023-02-22T08:31:26.912609,2023-08-04T08:46:50.694470,CC0-1.0
b89debf0-8b7c-4f96-ab7e-5e4743d9ca4a,luh-templates-recommendation-in-the-open-research-knowledge-graph,tib,Templates Recommendation in the Open Research Knowledge Graph,10.25835/qi8a8xpz,2023-01-12T13:14:28.330290,2023-08-04T08:46:50.820681,CC-BY-3.0
efc2068a-0385-4fc4-96ea-4bce4fe9ca25,luh-tensile-tests-of-dowsil-ei-1184,institut-fur-produktentwicklung-und-geratebau,Tensile tests of DOWSIL EI-1184,10.25835/ku9c7mvk,2023-08-04T08:46:50.981347,2023-08-04T08:46:50.981352,CC-BY-3.0
2c0e92d9-cb63-4a33-84b2-7da9989a0266,luh-the-parallelized-large-eddy-simulation-model-palm-revision-2263,ag-palm,Improving collisional growth in Lagrangian cloud models: development and verification of a new splitting algorithm,10.25835/0044820,2021-10-14T10:16:08.758536,2023-08-04T08:46:51.128710,CC0-1.0
d2da4488-04ee-4a16-9487-9de18bb558f7,luh-tobias-ehlers,institut-fur-produktentwicklung-und-geratebau,Experimental characterization of additively manufactured particle dampers,10.25835/yghdt8rk,2023-05-02T07:05:24.009104,2023-08-04T08:46:51.342797,CC-BY-3.0
54d3fa1e-e01e-4d0f-b996-be0a1f0d497d,luh-towards-a-better-representation-of-fog-microphysics,ag-palm,Towards a better representation of fog microphysics in large-eddy simulations based on an embedded Lagrangian cloud model,10.25835/0030614,2021-10-14T10:16:08.888375,2023-08-04T08:46:51.660863,CC0-1.0
3addcf78-0d5c-4803-92ea-32929b99b844,luh-training-data-and-models-for-cinn-model-updating-of-finite-element-models-of-wind-turbine-blades,institut-fur-windenergiesysteme,Training data and models for cINN model updating of finite element beam models of wind turbine blades,10.25835/0042221,2023-01-12T13:14:28.737558,2023-08-04T08:46:51.775801,CC-BY-NC-3.0
be7bc2cd-170e-4115-92dd-2eb7c795b847,luh-training-dataset-of-stochastic-milkrun-supplied-flow-lines,institut-fur-produktionswirtschaft,Training Dataset of Stochastic Milkrun-Supplied Flow Lines,10.25835/8mfbqd5n,2023-01-12T13:14:28.867964,2023-08-04T08:46:51.906662,CC0-1.0
14f23872-185d-4ac6-81fc-3b22abe9cbfa,luh-trajectories-in-a-shared-space,institut-fur-kartographie-und-geoinformatik,Trajectories in a shared space,10.25835/0094187,2021-10-14T10:16:09.045962,2023-08-04T08:46:52.035200,CC-BY-NC-3.0
1a97c0df-4659-43bd-99e9-d2573d31f5cd,luh-trajectory-analysis-at-intersections-for-traffic-rule-identification,institut-fur-kartographie-und-geoinformatik,"Speed profiles and GPS Trajectories for Traffic Rule Recognition (6 Junctions, Hannover, Germany)",10.25835/0043786,2021-10-14T10:16:09.218830,2023-08-04T08:46:52.230229,CC-BY-NC-3.0
bef17990-a1b8-4b4c-b31e-90fed37367a2,luh-trajectory-collection-and-intersection-ground-truth-information-for-edessa,institut-fur-kartographie-und-geoinformatik,"GPS Trajectory Dataset and Traffic Regulation Information of the Region of Edessa, Greece",10.25835/v0mzwob3,2023-01-12T13:14:29.307047,2023-08-04T08:46:52.461839,CC-BY-NC-3.0
25a28ec2-f9a8-412f-a6e8-6808b66ef957,luh-trav-shacl-benchmarks-experimental-settings-and-evaluation,tib,"Trav-SHACL: Benchmarks, Experimental Settings, and Evaluation",10.25835/0035739,2021-10-14T10:16:09.409413,2023-08-04T08:46:52.667584,CC-BY-3.0
e4afd5c8-6ed3-4ee8-9146-39b929608963,luh-triphyophyllum-carnivory-induction,institut-fur-gartenbauliche-produktionssysteme,Triphyophyllum carnivory induction,10.25835/t359h7o4,2023-05-02T07:05:24.589421,2023-08-04T08:46:52.793664,CC-BY-3.0
064ee904-5345-43da-b6d2-7b771a928a2b,luh-triphyophyllum-in-vitro-rooting,institut-fur-gartenbauliche-produktionssysteme,Triphyophyllum in vitro rooting,10.25835/9jnx1x1b,2023-05-02T07:05:24.798616,2023-08-04T08:46:52.951366,CC-BY-3.0
256b30ce-d645-4997-a7a0-8aa0ce91daec,luh-triphyophyllum_nutrient_analyses,institut-fur-gartenbauliche-produktionssysteme,Triphyophyllum_nutrient_analyses,10.25835/1qnvahnm,2023-05-02T07:05:24.968578,2023-08-04T08:46:53.143209,CC-BY-3.0
59947bde-e1bf-47b7-ac68-527f1ce27a80,luh-u_q-osp-3-2-invariant-quantum-chains,ag-frahm,Finite size data for U_q[OSp(3|2)] quantum chains with quantum group invariant  boundaries,10.25835/ypipefbz,2023-08-14T00:00:16.044079,2023-08-14T00:00:16.044085,CC-BY-3.0
3ee0f839-2e28-4ebb-bb47-860f2f61f1f0,luh-urban-gnss-campaings-from-2015-2017-in-bad-frankenhausen-thuringia-from-simultan-project,institut-fuer-erdmessung,Urban GNSS campaigns from 2015-2017 in Bad Frankenhausen (Thuringia) from SIMULTAN project,10.25835/0084648,2021-10-14T10:16:09.536673,2023-08-04T08:46:53.384412,CC-BY-SA-3.0
23a410d8-64a5-43c7-8fbb-c4bba152eb68,luh-urban-gnss-campaings-from-2015-2017-in-hamburg-grob-flottbek-from-simultan-project,institut-fuer-erdmessung,Urban GNSS campaigns from 2015-2017 in Hamburg Groß-Flottbek from SIMULTAN project,10.25835/0050677,2021-10-14T10:16:09.663947,2023-08-04T08:46:53.515650,CC-BY-SA-3.0
7306e430-f862-4dac-a8ba-c8ccb8992d9c,luh-use-case-katalog-metal-additive-repair-refurbishment,institut-fur-produktentwicklung-und-geratebau,Use-Case-Katalog Metal Additive Repair/Refurbishment,10.25835/8q5nwt4p,2023-05-02T07:05:25.231387,2023-08-04T08:46:53.650766,CC-BY-3.0
82d78aae-4b70-4222-9186-66e401a42eb0,luh-user-code-job-setups-raw-data-plot-scripts-for-jgr-atmosphere,ag-palm,"Toward Large-Eddy Simulations of Dust Devils of Observed Intensity: Effects of Grid Spacing, Background Wind, and Surface Heterogeneities",10.25835/0095133,2021-10-14T10:16:09.785869,2023-08-04T08:46:53.807242,CC-BY-3.0
3afb333d-230f-4829-91bb-d4dd41bfdcfa,luh-vise,tib,VisE-D: Visual Event Classification Dataset,10.25835/0072909,2021-10-14T10:16:09.918635,2023-08-04T08:46:53.962720,CC-BY-NC-3.0
72c39209-98a8-4e69-ab42-2fa703782cfc,luh-visual-granulometry,institut-fur-baustoffe,Visual Granulometry: Image-based Granulometry of Concrete Aggregate,10.25835/etbkk0pb,2023-01-12T13:14:30.175393,2023-08-04T08:46:54.127994,CC-BY-NC-3.0
b59dcd26-08a4-4bff-a312-ac8238d03ccc,luh-visual-inspection-ontology,sfb_1153,Visual Inspection Ontology,10.25835/8w2yytg9,2023-02-22T08:31:27.169449,2023-08-04T08:46:54.275530,CC-BY-NC-3.0
56595104-4b4c-4478-8244-166fe7cbeb5f,luh-wahc20,luis,wahc20,10.25835/0072999,2021-10-14T10:16:10.076969,2023-08-04T08:46:54.394843,CC-BY-3.0
71b41e58-6733-4cc6-b9a5-6b111e1a7d42,luh-wake-properties-and-power-output-of-very-large-wind-farms-in-the-german-bight,institut-fuer-meteorologie-und-klimatologie,Wake properties and power output of very large wind farms in the German Bight,10.25835/0004522,2021-10-14T10:16:10.201625,2023-08-04T08:46:54.519235,CC0-1.0
a0b8adc7-c1b4-45ab-8938-7d5693fff934,luh-wavelength-specific-behavior-of-the-western-flower-thrips,institut-fur-gartenbauliche-produktionssysteme,Wavelength specific behavior of the Western Flower Thrips,10.25835/0002938,2021-10-14T10:16:10.371651,2023-08-04T08:46:54.694095,CC-BY-3.0
fa9d9487-8c2c-4c7b-954f-3c0f9a0edd43,luh-wea-acceptance_data_v1,institut-fur-statik-und-dynamik,"WEA-Acceptance Data: Wind Turbine Dataset Including Acoustical, Meteorological and Turbine Parameters (Version 2.0)",10.25835/c2mv3d7z,2023-08-04T08:46:54.876395,2023-08-04T08:46:54.876400,CC-BY-NC-3.0
fc09b346-a85a-4e8d-b982-e25d5544bb26,luh-what-aphidius-on-sticky-traps-tells-us-about-aphid-pest-population-dynamics,institut-fur-gartenbauliche-produktionssysteme,Keep an eye on natural enemies: What Aphidius on sticky traps tells us about aphid pest population dynamics,10.25835/cc6iygyh,2023-02-22T08:31:27.341383,2023-08-04T08:46:55.065697,CC-BY-3.0
7e6929b4-0aa0-44b4-9a1c-29d42bb78aa3,luh-windturbine-simulation-for-meta-modelling,institut-fur-statik-und-dynamik,Wind Turbine Simulation Data for Meta-Modelling,10.25835/0078042,2021-10-14T10:16:10.576333,2023-08-04T08:46:55.216437,CC-BY-3.0
506aed09-f6e6-429e-8921-3e5e3800ab27,luh-wtn-propagation,institut-fur-statik-und-dynamik,Wind Turbine Sound Propagation Data for the Validation of Models,10.25835/0012136,2023-01-12T13:14:30.932192,2023-08-04T08:46:55.383468,CC-BY-SA-3.0
de48e60c-75ab-44f3-af75-77bd7e09e213,luh-z-f-imager-5016-distance-uncertainty,geodaetisches-institut-hannover,Z+F Imager 5016 Distance Uncertainty,10.25835/doresgbq,2023-08-04T08:46:55.590915,2023-08-14T00:00:16.472181,CC-BY-NC-3.0
c4e9a233-e5c3-4a56-b830-9610f0fb1fa9,lumo-leibniz-universtity-test-structure-for-monitoring,institut-fur-statik-und-dynamik,LUMO - Leibniz Universtity Test Structure for Monitoring,,2021-07-23T09:12:26.705790,2021-07-23T09:14:32.029716,Creative Commons Attribution
81526280-9dab-44c6-9047-44256fef9ac1,monash-time-series-forecasting-repository,coypu-project,Monash Time Series Forecasting Repository,10.57702/phd0av56,2023-10-17T10:32:45.654431,2023-10-17T15:02:37.479278,License not specified
aefa949b-7ca3-4e21-8c9c-a0700c5bed71,multi-voltage-level-electric-power-system-data-sets,institut-fur-elektrische-energiesysteme,Multi-Voltage-Level Electric Power System Data Sets,,2021-07-23T08:06:32.574579,2021-07-23T08:15:12.053065,Creative Commons Attribution
aaa875cf-d07f-4034-abae-09ba88eca93c,networks-dataset,coypu-project,Networks Dataset,10.57702/73m28sd0,2023-08-10T21:01:27.826179,2023-08-10T22:19:27.374094,License not specified
4e81c650-6b82-4a0a-bf3c-ab81394cf8df,paladin-benchmarks-experimental-settings-and-evaluation,tib,"PALADIN: Benchmarks, Experimental Settings, and Evaluation",10.57702/kf5tc88r,2023-11-10T15:17:42.752028,2023-11-15T11:47:36.042250,Creative Commons Attribution Share-Alike
839f677d-4e97-4f7d-aea1-cb35947368e2,pdl-dataset,coypu-project,PDL Dataset,10.57702/m1gkv6y6,2023-08-10T21:03:18.013938,2023-08-10T22:19:15.760160,License not specified
c3d5c849-3f3e-49f3-ab52-751d108f02df,perez-alvarez-2018-1,tib,perez-alvarez-2018-1,10.57702/eyff90ic,2023-12-15T13:00:01.137714,2023-12-15T17:22:34.607729,License not specified
608c3c65-fe2d-477d-8fd5-1ec248ae3e5d,pipe-dataset,coypu-project,Pipe Dataset,10.57702/elfo5nx0,2023-08-10T21:05:20.806380,2023-08-10T22:18:59.888554,License not specified
6bb62994-1099-46f7-9223-52ba929bd937,png-doi-10-1594-pangaea-739529,pangaea,"Pollen profile MAT-1, Vitosha Mountains Peat Bog, Bulgaria",10.1594/PANGAEA.739529,2023-01-12T13:31:17.993276,2023-08-04T09:33:47.400613,CC-BY-NC-3.0
41dd629e-72c9-4bfd-8c71-a61569ec710b,png-doi-10-1594-pangaea-740566,pangaea,"Age determination of sediment core MAT-1, Vitosha Mountains Peat Bog, Bulgaria",10.1594/PANGAEA.740566,2023-01-12T13:31:18.104236,2023-08-04T09:33:47.450677,CC-BY-NC-3.0
c2ba57d6-1bfe-4ea6-9de2-69225d922c92,png-doi-10-1594-pangaea-774183,pangaea,Analysis of symptoms of rural workers exposed to pesticides,10.1594/PANGAEA.774183,2023-01-12T13:31:18.207869,2023-08-04T09:33:47.501653,CC-BY-3.0
74639799-9777-4612-bc80-5113479d9108,png-doi-10-1594-pangaea-783635,pangaea,FISH analysis of biofilm samples from five CANON reactors in Beijing,10.1594/PANGAEA.783635,2023-01-12T13:31:18.305819,2023-08-04T09:33:47.553340,CC-BY-3.0
8ad326ba-1710-4a96-a141-678ec4b4bcee,png-doi-10-1594-pangaea-786455,pangaea,"(Table 2) Basal and upper radiocarbon dates from peatlands located within the low and high subarctic regions, Canada",10.1594/PANGAEA.786455,2023-01-12T13:31:23.546342,2023-08-04T09:33:50.300569,CC-BY-3.0
deba1593-f695-460e-9f18-be17704f54f6,png-doi-10-1594-pangaea-786522,pangaea,(Table 1) Floral and faunal characteristics of five sites in northern Victoria Land,10.1594/PANGAEA.786522,2023-01-12T13:31:23.650758,2023-08-04T09:33:50.354013,CC-BY-3.0
1b52786e-fd5a-4911-b22b-b491293956ba,png-doi-10-1594-pangaea-786523,pangaea,(Appendix S1) Concentrations of photosynthetic pigments in soils from five sites in northern Victoria Land,10.1594/PANGAEA.786523,2023-01-12T13:31:23.748742,2023-08-04T09:33:50.404576,CC-BY-3.0
67f2eec8-f745-44ef-9766-b840b41676cb,png-doi-10-1594-pangaea-786524,pangaea,"Floral and faunal characteristics and content of photosynthetic pigment in soils of northern Victoria Land, Antarctica",10.1594/PANGAEA.786524,2023-01-12T13:31:15.590642,2023-08-04T09:33:46.156614,CC-BY-3.0
0969f4ea-3021-4377-b27f-30b13723e4e3,png-doi-10-1594-pangaea-786596,pangaea,(Table 2) Counts of Acari and Collembola species on stones at several sites in northern Victoria Land,10.1594/PANGAEA.786596,2023-01-12T13:31:23.848437,2023-08-04T09:33:50.454185,CC-BY-3.0
14288f84-0533-4b07-b4d1-bf90181bac6a,png-doi-10-1594-pangaea-786597,pangaea,(Table 1) Properties of topsoil samples obtained from several sites in northern Victoria Land,10.1594/PANGAEA.786597,2023-01-12T13:31:23.947712,2023-08-04T09:33:50.503696,CC-BY-3.0
aa05d0cd-0fb1-4a42-8203-394b145fcc0f,png-doi-10-1594-pangaea-786598,pangaea,"Topsoil properties and abundance of Acari and Collembola species in northern Victoria Land, Antarctica",10.1594/PANGAEA.786598,2023-01-12T13:31:15.700037,2023-08-04T09:33:46.230652,CC-BY-3.0
94f14772-3632-4e1f-a60e-99afb82b293a,png-doi-10-1594-pangaea-787129,pangaea,(Table 2) AMS radiocarbon datings of soil profiles obtained in Qinghai Province,10.1594/PANGAEA.787129,2023-01-12T13:31:24.052201,2023-08-04T09:33:50.552960,CC-BY-3.0
5ec324b1-3388-4470-885e-1341f6387cf5,png-doi-10-1594-pangaea-787131,pangaea,"(Table 1) Granulometry, soil pH, carbonate content and color description of soil profiles obtained in Qinghai Province",10.1594/PANGAEA.787131,2023-01-12T13:31:24.182412,2023-08-04T09:33:50.602608,CC-BY-3.0
0798ca41-3369-4e33-9863-8fbd4351c7d0,png-doi-10-1594-pangaea-787132,pangaea,"Granulometry, calcium carbonate content and radiocarbon ages of soil profiles obtained in Quinghai Province, northeast Tibet",10.1594/PANGAEA.787132,2023-01-12T13:31:15.825124,2023-08-04T09:33:46.289214,CC-BY-3.0
68d2d61a-767d-4ce3-a2fd-a4fd7db9146f,png-doi-10-1594-pangaea-787161,pangaea,"(Table 1) Granulometry, geochemistry and soil description of profiles obtained in the Nagqu area",10.1594/PANGAEA.787161,2023-01-12T13:31:24.299809,2023-08-04T09:33:50.653366,CC-BY-3.0
789123a9-d285-47bd-be39-424e602c4571,png-doi-10-1594-pangaea-787162,pangaea,(Table 2) Macroremains in soil profiles obtained in the Nagqu area,10.1594/PANGAEA.787162,2023-01-12T13:31:24.430410,2023-08-04T09:33:50.704522,CC-BY-3.0
8c05fff1-7268-45b0-a025-5d4082d0c54e,png-doi-10-1594-pangaea-787163,pangaea,(Table 3) AMS radiocarbon datings of soil profiles obtained in the Nagqu area,10.1594/PANGAEA.787163,2023-01-12T13:31:24.530289,2023-08-04T09:33:50.755921,CC-BY-3.0
92c18e47-6140-4e12-bf62-762ada618be5,png-doi-10-1594-pangaea-787166,pangaea,(Appendix 4) Major element oxides and iron compounds of soil profiles obtained in the Nagqu area,10.1594/PANGAEA.787166,2023-01-12T13:31:24.633297,2023-08-04T09:33:50.806615,CC-BY-3.0
5a6be882-e1da-4ae1-8cf8-3add9abbe516,png-doi-10-1594-pangaea-787167,pangaea,(Appendix 7) Pollen analysis of soil profiles obtained in the Nagqu area,10.1594/PANGAEA.787167,2023-01-12T13:31:24.735252,2023-08-04T09:33:50.857747,CC-BY-3.0
5ea932c1-ab73-4cef-b0dd-fc5e642fa356,png-doi-10-1594-pangaea-787168,pangaea,"Pedogeomorphology, geochronology and paleobotany of soil profiles obtained in the Nagqu area, central Tibet",10.1594/PANGAEA.787168,2023-01-12T13:31:15.938672,2023-08-04T09:33:46.343029,CC-BY-3.0
3ce1c31d-5f32-41d8-959d-2eb06806da58,png-doi-10-1594-pangaea-788544,pangaea,"Relative abundance of birds observed in plots in Granada, Colombia",10.1594/PANGAEA.788544,2023-01-12T13:31:24.846618,2023-08-04T09:33:50.907150,
df5a35c9-b58a-4bdc-90fc-2cb68351fa19,png-doi-10-1594-pangaea-788545,pangaea,"Basal area of plants observed in plots in Granada, Colombia",10.1594/PANGAEA.788545,2023-01-12T13:31:24.946122,2023-08-04T09:33:50.956700,
f8baa52b-1d2f-45ef-8898-d15eb5def5bf,png-doi-10-1594-pangaea-788546,pangaea,"Vegetation characteristics and composition of bird dietary traits of plots in Granada, Colombia",10.1594/PANGAEA.788546,2023-01-12T13:31:25.048091,2023-08-04T09:33:51.015267,
ecce4c0c-b917-42ea-a680-fd366ce5c7b0,png-doi-10-1594-pangaea-788547,pangaea,Contribution of woody habitat islands to the conservation of birds and their potential ecosystem services in an extensive Colombian rangeland,10.1594/PANGAEA.788547,2023-01-12T13:31:16.040741,2023-08-04T09:33:46.399044,
54d31417-e8d8-40c4-9e04-7feb44c20d50,png-doi-10-1594-pangaea-807694,pangaea,"(Table 1) Climate and soil characteristics of study sites on Anchorage, Signy and Falkland Islands",10.1594/PANGAEA.807694,2023-01-12T13:31:25.169777,2023-08-04T09:33:51.064010,CC-BY-3.0
27b8ea9c-13c9-4aa8-a4e1-13cfdb9f14a8,png-doi-10-1594-pangaea-807695,pangaea,"(Table 2) Effects of open top chamber incubation on soil microclimate at study sites on Anchorage, Signy and Falkland Islands",10.1594/PANGAEA.807695,2023-01-12T13:31:25.300111,2023-08-04T09:33:51.115038,CC-BY-3.0
52f27d0e-7c89-4a2d-bd2e-4b79e9269f3c,png-doi-10-1594-pangaea-807696,pangaea,"(Table 3) Collembola and acari species composition in soils from Anchorage, Signy and Falkland Islands",10.1594/PANGAEA.807696,2023-01-12T13:31:25.437125,2023-08-04T09:33:51.168603,CC-BY-3.0
13c23bc0-ae5e-4e1c-aa49-a8ab2feb92c5,png-doi-10-1594-pangaea-807698,pangaea,"Climate and soil characteristics and soil arthropod abundance on Anchorage, Signy and Falkland Islands",10.1594/PANGAEA.807698,2023-01-12T13:31:16.143656,2023-08-04T09:33:46.458739,CC-BY-3.0
5b5f6b78-3432-465a-9c02-f1085d1764c4,png-doi-10-1594-pangaea-811215,pangaea,(Table 1) Birch sapling (Betula pubescens tortuosa) occurrence and their altitudinal distribution above the tree line,10.1594/PANGAEA.811215,2023-01-12T13:31:25.540729,2023-08-04T09:33:51.226443,CC-BY-3.0
cc1433f7-ea4d-4829-bfa4-a57451fa5b59,png-doi-10-1594-pangaea-811216,pangaea,(Table 2) Biotic and abiotic characteristics of birch sapling (Betula pubescens tortuosa) occurrence above the tree line,10.1594/PANGAEA.811216,2023-01-12T13:31:25.646676,2023-08-04T09:33:51.276498,CC-BY-3.0
db8b38ee-bf75-4fa4-a80f-080904fe653d,png-doi-10-1594-pangaea-811218,pangaea,Birch sapling characteristics growing beyond the tree line in Norway and Sweden,10.1594/PANGAEA.811218,2023-01-12T13:31:16.248119,2023-08-04T09:33:46.514348,CC-BY-3.0
726e09dc-a78a-4276-ae15-a7bc5273cff3,png-doi-10-1594-pangaea-815779,pangaea,(Table 1) Major element oxides in mountainous tundra soils from the Rai-Iz Massif,10.1594/PANGAEA.815779,2023-01-12T13:31:25.748812,2023-08-04T09:33:51.327684,CC-BY-3.0
3e21f62f-f7f4-40bc-87e3-dedb0a6a251a,png-doi-10-1594-pangaea-815780,pangaea,(Table 2) Physicochemical properties of mountainous tundra soils from the Rai-Iz Massif,10.1594/PANGAEA.815780,2023-01-12T13:31:25.849940,2023-08-04T09:33:51.378431,CC-BY-3.0
98c1ba5e-c1ef-4742-a4d0-e5a805900bed,png-doi-10-1594-pangaea-815781,pangaea,(Table 3) Particle size distribution of mountainous tundra soils from the Rai-Iz Massif,10.1594/PANGAEA.815781,2023-01-12T13:31:25.952121,2023-08-04T09:33:51.427488,CC-BY-3.0
4d9fe52c-157b-4a34-9e8c-465713020493,png-doi-10-1594-pangaea-815782,pangaea,"(Table 4) Forms of iron, aluminum, and silicon in mountainous tundra soils from the Rai-Iz Massif",10.1594/PANGAEA.815782,2023-01-12T13:31:26.067925,2023-08-04T09:33:51.479614,CC-BY-3.0
ec912f16-62d2-48cf-ab64-c1ac86dab9db,png-doi-10-1594-pangaea-815783,pangaea,Soil chemistry and particle size distribution of mountainous tundra soils in the Rai-Iz Massif,10.1594/PANGAEA.815783,2023-01-12T13:31:16.350249,2023-08-04T09:33:46.569401,CC-BY-3.0
d68fd301-711c-485d-a408-ea95b3061345,png-doi-10-1594-pangaea-815890,pangaea,(Table 3) Collembola species density and diversity in control and OTC plots near Abisco Research Station,10.1594/PANGAEA.815890,2023-01-12T13:31:18.405833,2023-08-04T09:33:47.605872,CC-BY-3.0
15d21b0a-70ef-4cfb-9a0f-a91c1a03a8c4,png-doi-10-1594-pangaea-819776,pangaea,Molecular and biochemical analyses of wounding in mesocarp of peach (Prunus persica L. Batsch) ripe fruits,10.1594/PANGAEA.819776,2023-01-12T13:31:18.512042,2023-08-04T09:33:47.657966,CC-BY-3.0
641414b5-31c9-436d-8915-fb664ee6081b,png-doi-10-1594-pangaea-829536,pangaea,Literature references and germination trait values for different group of plant species,10.1594/PANGAEA.829536,2023-01-12T13:31:18.616602,2023-08-04T09:33:47.709991,CC-BY-3.0
ac6c9b21-3c8b-4f58-b682-2446b0c7bf5b,png-doi-10-1594-pangaea-835592,pangaea,"Pollen profile LANZBOG, Lanzahíta, Spain",10.1594/PANGAEA.835592,2023-01-12T13:31:18.721050,2023-08-04T09:33:47.767607,CC-BY-3.0
271c44f4-0a09-4761-a5d4-769a1536e3aa,png-doi-10-1594-pangaea-836267,pangaea,Bulk density of Cricket Flat paleosol samples,10.1594/PANGAEA.836267,2023-01-12T13:31:26.188081,2023-08-04T09:33:51.530406,CC-BY-3.0
62bd00a3-88a4-4f28-b3bb-90b6db6f7b44,png-doi-10-1594-pangaea-836268,pangaea,Lithology of Cricket Flat paleosol samples,10.1594/PANGAEA.836268,2023-01-12T13:31:26.329614,2023-08-04T09:33:51.579643,CC-BY-3.0
06a2f674-9c3e-4f19-aea8-548c73f1c6c9,png-doi-10-1594-pangaea-836269,pangaea,Geochemistry of Cricket Flat paleosol samples,10.1594/PANGAEA.836269,2023-01-12T13:31:26.431970,2023-08-04T09:33:51.629153,CC-BY-3.0
842845d4-e0a6-4639-907b-4e9c33afb97b,png-doi-10-1594-pangaea-836270,pangaea,"Geochemistry, lithology, and bulk density of Cricket Flat paleosol samples",10.1594/PANGAEA.836270,2023-01-12T13:31:16.449873,2023-08-04T09:33:46.623157,CC-BY-3.0
3c26ff86-b869-4b86-952e-9e5b2771db81,png-doi-10-1594-pangaea-837757,pangaea,(Supplement Table S2) Abundance of plant species (raw data) for 147 releves along the North America Arctic bioclimate gradient (2001-2006),10.1594/PANGAEA.837757,2023-01-12T13:31:26.534937,2023-08-04T09:33:51.678010,CC-BY-3.0
f1dd3317-09a6-4320-ba4c-9210af0148f0,png-doi-10-1594-pangaea-837759,pangaea,(Supplement Table S3b) Environmental and soil data for releves along the North America Arctic bioclimate gradient,10.1594/PANGAEA.837759,2023-01-12T13:31:26.636345,2023-08-04T09:33:51.727075,CC-BY-3.0
73d4d0ec-669e-48e4-a6f7-347a98e53306,png-doi-10-1594-pangaea-837760,pangaea,(Supplement Table S4) Vegetation biomass according to sorted categories for releves along the North America Arctic bioclimate gradient,10.1594/PANGAEA.837760,2023-01-12T13:31:26.741602,2023-08-04T09:33:51.776406,CC-BY-3.0
24ff2bfc-384c-41f9-86ee-0b7919d38b87,png-doi-10-1594-pangaea-837761,pangaea,"Plant species, biomass and environmental characteristics of relevés along the North America Arctic bioclimate gradient",10.1594/PANGAEA.837761,2023-01-12T13:31:16.563565,2023-08-04T09:33:46.677497,CC-BY-3.0
dedc281a-12df-421a-9294-52644c03a57f,png-doi-10-1594-pangaea-838665,pangaea,"Lithology of sediment core LANZBOG, Lanzahíta, Spain",10.1594/PANGAEA.838665,2023-01-12T13:31:18.825530,2023-08-04T09:33:47.820630,CC-BY-3.0
58de1781-312d-4f28-b82b-6554d9ba2228,png-doi-10-1594-pangaea-838950,pangaea,(Table 2) Site and soil characteristics of cryosolic pedons from Arctic Canada,10.1594/PANGAEA.838950,2023-01-12T13:31:26.842467,2023-08-04T09:33:51.827099,CC-BY-3.0
0584baa6-9fb3-4da7-9c30-15482d3e1aa9,png-doi-10-1594-pangaea-838951,pangaea,(Table 3) Soil morphology of cryosolic pedons from Arctic Canada,10.1594/PANGAEA.838951,2023-01-12T13:31:26.954396,2023-08-04T09:33:51.878073,CC-BY-3.0
e776f9df-5d63-47f4-8874-a8c7576e9d6f,png-doi-10-1594-pangaea-838952,pangaea,(Table 4) Chemical and physical characteristics of cryosolic pedons from Arctic Canada,10.1594/PANGAEA.838952,2023-01-12T13:31:27.053087,2023-08-04T09:33:51.926366,CC-BY-3.0
57e3e541-f570-47fb-a3a8-56cc2da25070,png-doi-10-1594-pangaea-838953,pangaea,"(Table 5) Age of cryoturbated organic materials from an earth hummock west of Norman Wells, Northwest Territories",10.1594/PANGAEA.838953,2023-01-12T13:31:27.167818,2023-08-04T09:33:51.980355,CC-BY-3.0
7fdcff46-5fbb-4ffc-8fc5-486050854f96,png-doi-10-1594-pangaea-838954,pangaea,"Morphological, chemical and physical characteristics of cryosolic soils from Arctic Canada",10.1594/PANGAEA.838954,2023-01-12T13:31:16.670775,2023-08-04T09:33:46.731724,CC-BY-3.0
40c4b7a8-a954-48ee-ba35-688e8183b806,png-doi-10-1594-pangaea-848922,pangaea,"Dissolved organic carbon in soil solution of the Jena Experiment (Main Experiment, year 2002)",10.1594/PANGAEA.848922,2023-01-12T13:31:27.281740,2023-08-04T09:33:52.029942,CC-BY-3.0
f9672db6-eb9d-4d9d-b834-9b50b95caf4a,png-doi-10-1594-pangaea-848923,pangaea,"Dissolved organic carbon in soil solution of the Jena Experiment (Main Experiment, year 2003)",10.1594/PANGAEA.848923,2023-01-12T13:31:27.411208,2023-08-04T09:33:52.080394,CC-BY-3.0
